id,title,platform,type,listed_in,release_year,duration,duration_type,cast
18257,The Spiderwick Chronicles,netflix,movie,children & family movies,2008,97,min,"Freddie Highmore, Mary-Louise Parker, Sarah Bolger, Joan Plowright, David Strathairn, Nick Nolte, Seth Rogen, Andrew McCarthy, Martin Short"
18258,Your Son,netflix,movie,"dramas, international movies, thrillers",2018,103,min,"José Coronado, Ana Wagener, Asia Ortega, Pol Monen, Ester Expósito"
18259,Quién te cantará,netflix,movie,"dramas, independent movies, international movies",2018,125,min,"Najwa Nimri, Eva Llorach, Carme Elias, Natalia de Molina, Julián Villagrán, Ignacio Mateos, Lorena Iglesias, Vicenta N'Dongo, Inma Cuevas, Per-Olav Sorensen"
18260,A Second Chance,netflix,movie,"dramas, international movies, romantic movies",2015,130,min,"John Lloyd Cruz, Bea Alonzo, Dimples Romana, Janus del Prado, James Blanco, Ahron Villena, Beatriz Saw, Shamaine Centenera, Khalil Ramos, Billy Crawford, Al Tantay, Arci Muñoz"
18261,Beauty and the Bestie,netflix,movie,"action & adventure, comedies, international movies",2015,119,min,"Vice Ganda, Coco Martin, James Reid, Nadine Lustre, Karla Estrada, Ryan Bang, Badjie Mortiz, Alonzo Muhlach, Marco Masa, Lassy Marquez, MC Calaquian"
18262,Bride For Rent,netflix,movie,"comedies, international movies, romantic movies",2014,110,min,"Kim Chiu, Xian Lim, Empoy Marquez, Martin del Rosario, Pilita Corrales, Tirso Cruz III, Dennis Padilla, Matt Evans, Lloyd Zaragoza, Zeppi Borromeo"
18263,Can't Help Falling in Love,netflix,movie,"comedies, dramas, international movies",2017,120,min,"Kathryn Bernardo, Daniel Padilla, Matteo Guidicelli, Zanjoe Marudo, Cherry Pie Picache, Lotlot De Leon, Dennis Padilla, Lito Pimentel, Joross Gamboa, Janus del Prado"
18264,Evening Shadows,netflix,movie,"dramas, independent movies, international movies",2018,102,min,"Mona Ambegaonkar, Anant Mahadevan, Devansh Doshi, Arpit Chaudhary, Yamini Singh, Abhay Kulkarni, Veena Nair, Disha Thakur"
18265,Four Sisters and a Wedding,netflix,movie,"comedies, dramas, international movies",2013,125,min,"Bea Alonzo, Toni Gonzaga, Angel Locsin, Shaina Magdayao, Enchong Dee, Sam Milby, Angeline Quinto, Coney Reyes"
18266,It Takes a Man and a Woman,netflix,movie,"comedies, international movies, romantic movies",2013,127,min,"John Lloyd Cruz, Sarah Geronimo, Rowell Santiago, Al Tantay, Irma Adlawan, Joross Gamboa, Gio Alvarez, Matet De Leon, Miles Ocampo, Andre Garcia, Dante Rivero, Isabelle Daza"
18267,My Ex & Whys,netflix,movie,"comedies, dramas, international movies",2017,121,min,"Liza Soberano, Enrique Gil, Joey Marquez, Cai Cortez, Arlene Muchlach, Ara Mina, Ryan Bang, Joross Gamboa, Jeffrey Tam, Neils Coleta"
18268,She's Dating the Gangster,netflix,movie,"dramas, international movies, romantic movies",2014,113,min,"Kathryn Bernardo, Daniel Padilla, Richard Gomez, Dawn Zulueta, Sofia Andres, Khalil Ramos, Ian Veneracion, Pamu Pamorada, Igi Boy Flores, Marco Gumabao"
18269,The Breakup Playlist,netflix,movie,"dramas, international movies, music & musicals",2015,118,min,"Piolo Pascual, Sarah Geronimo, Rio Locsin, Dennis Padilla, Badjie Mortiz, Teddy Corpuz, Anna Luna, Jett Pangan, Cris Villonco, Maris Racal"
18270,The Mistress,netflix,movie,"dramas, international movies, romantic movies",2012,132,min,"John Lloyd Cruz, Bea Alonzo, Hilda Koronel, Ronaldo Valdez, Anita Linda, Carmi Martin"
18271,Unsolved,netflix,tv show,"crime tv shows, tv dramas",2018,1,season,"Josh Duhamel, Jimmi Simpson, Bokeem Woodbine"
18272,Zach Galifianakis: Live at the Purple Onion,netflix,movie,stand-up comedy,2006,61,min,"Zach Galifianakis, Brian Unger"
18273,Life of An Outcast,netflix,movie,"dramas, independent movies, international movies",2018,80,min,"Ravi Bhushan Bhartiya, Shalini Mohan, Bhaskar Jha, Manohar Pandey, Siddharth Bharadwaj, Jay Shanker Pandey, Deepak Jha, Komal Singh"
18274,The Photographer Of Mauthausen,netflix,movie,"dramas, international movies",2018,110,min,"Mario Casas, Richard van Weyden, Alain Hernández, Adrià Salazar, Eduard Buch, Stefan Weinert, Rubén Yuste, Nikola Stojanovic, Frank Feys, Marc Rodríguez, Albert Mora, Luka Peros, Rainer Reiners, Toni Gomila, Emilio Gavira, Macarena Gómez"
18275,Bert Kreischer: The Machine,netflix,movie,stand-up comedy,2016,70,min,Bert Kreischer
18276,Chef's Table,netflix,tv show,"docuseries, reality tv",2019,6,seasons,No data
18277,Firebrand,netflix,movie,"dramas, international movies",2019,117,min,"Usha Jadhav, Girish Kulkarni, Sachin Khedekar, Rajeshwari Sachdev, Rushad Rana, Mrunal Oak"
18278,Paddleton,netflix,movie,"comedies, dramas, independent movies",2019,89,min,"Mark Duplass, Ray Romano"
18279,Paris Is Us,netflix,movie,"dramas, independent movies, international movies",2019,84,min,"Noémie Schmidt, Grégoire Isvarine, Marie Mottet, Lou Castel, Mathias Minne, Margaux Bonin, Julia Kouakou, Alexandre Schreiber, Schemci Lauth, Theo Tagand, Clément Olivieri, Doria Achour"
18280,Shonar Pahar,netflix,movie,"dramas, independent movies, international movies",2018,131,min,"Tanuja, Jishu Sengupta, Parambrata Chatterjee, Arunima Ghosh, Shrijato Banerjee, Soumitra Chatterjee, Gargi Roychowdhury"
18281,The Big Family Cooking Showdown,netflix,tv show,"british tv shows, international tv shows, reality tv",2018,2,seasons,"Zoe Ball, Nadiya Hussain, Giorgio Locatelli, Rosemary Shrager"
18282,Z4,netflix,tv show,kids' tv,2018,2,seasons,"Apollo Costa, Gabriel Santana, Matheus Lustosa, Pedro Rezende, Werner Schünemann, Manu Gavassi, Angela Dippe, Negra Li, Patrícia de Sabrit, César Pezzuoli, Carol Loback, Marina Brandão"
18283,The Drug King,netflix,movie,"dramas, international movies, thrillers",2018,139,min,"Song Kang-ho, Cho Jung-seok, Bae Doona, Kim So-jin, Kim Dae-myung, Jo Woo-jin, Lee Hee-jun, Song Young-chang, Yoon Je-moon"
18284,Kevin James: Sweat the Small Stuff,netflix,movie,stand-up comedy,2001,42,min,Kevin James
18285,Transformer,netflix,movie,"documentaries, lgbtq movies",2017,79,min,Janae Marie Kroczaleski
18286,Genius,netflix,movie,"dramas, independent movies, international movies",2018,96,min,"Roshan, Priyaa Lal, Aadukalam Naren, Singam Puli, Meera Krishnan, Jayaprakash"
18287,Black Sea,netflix,movie,"action & adventure, dramas, international movies",2015,114,min,"Jude Law, Scoot McNairy, Ben Mendelsohn, Bobby Schofield, Tobias Menzies, Michael Smiley, Grigoriy Dobrygin, David Threlfall, Jodie Whittaker, Karl Davies"
18288,Studio 54,netflix,movie,documentaries,2018,99,min,No data
18289,Awe,netflix,movie,"dramas, international movies, sci-fi & fantasy",2018,111,min,"Kajal Aggarwal, Nithya Menon, Regina Cassandra, Eesha Rebba, Murli Sharma, Srinivas Avasarala, Priyadarshi Pullikonda"
18290,Ayana,netflix,movie,"dramas, independent movies, international movies",2017,112,min,"Deepak Subramanya, Apoorva Soma, Ramesh Bhat, Harsha H S, Karthik A, Goutham Shashidhar, Nagshree Karkone, Moksha Kushal, Vedashree Rao"
18291,Behind the Curve,netflix,movie,documentaries,2018,96,min,No data
18292,Buddies,netflix,movie,"comedies, dramas, independent movies",2012,103,min,"Ariel Goldenberg, Rita Pokk, Breno Viola, Lima Duarte, Marco Luque, Daniel Torres, Monaliza Marchi, Amélia Bittencourt, Giulia de Souza Merigo, Deto Montenegro, Rui Unas"
18293,Candyflip,netflix,movie,"dramas, independent movies, international movies",2017,104,min,"Prashant Prakash, Kalki Koechlin, Prakash Raj, Gulshan Devaiah, Valeriya Polyanychko"
18294,Chameli,netflix,movie,"dramas, international movies",2004,102,min,"Kareena Kapoor, Rahul Bose, Rinke Khanna, Yashpal Sharma, Makrand Deshpande, Kabir Sadanand, Pankaj Jha"
18295,Fatso,netflix,movie,"comedies, dramas, international movies",2012,97,min,"Ranvir Shorey, Gul Panag, Purab Kohli, Neil Bhoopalam, Gunjan Bakshi, Saurabh Shukla, Atul Kumar, Brijendra Kala, Bharati Achrekar, Rahul Vohra"
18296,Hjørdis,netflix,tv show,"international tv shows, tv comedies, tv dramas",2015,1,season,"Lise Baastrup, Martin Brygmann, Ellen Hillingsø, Nicky Andersen, Nicoline Sharma Rubow, Jasmin Bart-Williams, William Rützou, Marius Due, Robert Hansen"
18297,Larry Charles' Dangerous World of Comedy,netflix,tv show,"docuseries, tv comedies",2019,1,season,Larry Charles
18298,Neevevaro,netflix,movie,"dramas, international movies, romantic movies",2018,132,min,"Aadhi, Tapsee Pannu, Ritika Singh, Vennela Kishore, Sapthagiri"
18299,Pyaar Ke Side Effects,netflix,movie,"comedies, international movies, romantic movies",2006,120,min,"Rahul Bose, Mallika Sherawat, Ranvir Shorey, Sharat Saxena, Aamir Bashir, Taraana Raja, Jas Arora, Suchitra Pillai, Sapna Bhavnani, Sophiya Chaudhary"
18300,Sur: The Melody of Life,netflix,movie,"dramas, international movies",2002,137,min,"Lucky Ali, Simone Singh, Achint Kaur, Ehsan Khan, Harsh Vasisht, Yashodhan Bal, Gauri Karnik, Divya Dutta"
18301,The 43,netflix,tv show,"crime tv shows, docuseries, international tv shows",2019,1,season,Paco Ignacio Taibo II
18302,The Breaker Upperers,netflix,movie,"comedies, independent movies, international movies",2018,82,min,"Madeleine Sami, Jackie van Beek, James Rolleston, Celia Pacquola, Ana Scotney, Rima Te Wiata, Carl Bland, Brett O'Gorman, Cohen Holloway, Jemaine Clement"
18303,The Kirlian Frequency,netflix,tv show,"international tv shows, spanish-language tv shows, tv horror",2017,1,season,"Nicolás Van de Moortele, Letizia Denise Bloisi, María Dupláa, Ciro Herce, Milagros Molina, Jorge Pinarello, Casper Uncal, Jorge Luis Alonso"
18304,Ugly Aur Pagli,netflix,movie,"comedies, international movies, romantic movies",2008,115,min,"Mallika Sherawat, Ranvir Shorey, Tinnu Anand, Sushmita Mukherjee, Manish Anand, Vihang Nayak, Bharati Achrekar, Zeenat Aman"
18305,Yucatán,netflix,movie,"comedies, international movies",2018,130,min,"Luis Tosar, Rodrigo de la Serna, Joan Pera, Stephanie Cayo, Gloria Muñoz, Adrián Núñez, Alicia Fernández, Jorge Asín, Agustín Jiménez, Lupe Cartié Roda, Txell Aixendri, Xavi Lite, Alejandro Vera, João Lagarto"
18306,Barbie Dreamhouse Adventures,netflix,tv show,kids' tv,2018,3,seasons,"America Young, Kirsten Day, Cassandra Morris, Cassidy Naber, Ritesh Rajan"
18307,"Ken Jeong: You Complete Me, Ho",netflix,movie,stand-up comedy,2019,62,min,Ken Jeong
18308,Velvet Colección,netflix,tv show,"international tv shows, romantic tv shows, spanish-language tv shows",2018,2,seasons,"Marta Hazas, Asier Etxeandía, Adrián Lastra, Diego Martín, Fernando Guallar, Llorenç González, Megan Montaner, Mónica Cruz, Marta Torné, Andrea Duro, Aitana Sánchez-Gijón, Adriana Ozores, Imanol Arias"
18309,Period. End of Sentence.,netflix,movie,documentaries,2018,26,min,No data
18310,Iron Ladies,netflix,tv show,"international tv shows, romantic tv shows, tv dramas",2018,1,season,"Aviis Zhong, Ben Wu, Ada Pan, Jacqueline Zhu, Gabriel Lan, Jack Lee, Wu Ting-chien, Wills Sia, Su Yen-ti, Jenny Huang"
18311,The Break,netflix,tv show,"crime tv shows, international tv shows, tv dramas",2018,2,seasons,"Yoann Blanc, Guillaume Kerbush, Anne Coesens, Jasmina Douieb, Tom Audenaert, Sam Louwyck, Catherine Salée, Jean-Henri Compère"
18312,High Flying Bird,netflix,movie,"dramas, sports movies",2019,91,min,"André Holland, Zazie Beetz, Bill Duke, Kyle MacLachlan, Melvin Gregg, Sonja Sohn, Zachary Quinto"
18313,Kevin Hart's Guide to Black History,netflix,movie,"children & family movies, comedies",2019,63,min,"Kevin Hart, Saniyya Sidney, Lil Rel Howery, Eoghan Thomas Murphy, Tiffany Haddish, Al Shearer, Lonnie Chavis, Alphonso Mcauley, Nika Williams, Barry Brewer, Greg Germann, John Ennis, Jay Johnston"
18314,One Day at a Time,netflix,tv show,tv comedies,2019,3,seasons,"Justina Machado, Rita Moreno, Todd Grinnell, Isabella Gomez, Marcel Ruiz, Stephen Tobolowsky"
18315,ReMastered: The Two Killings of Sam Cooke,netflix,movie,"documentaries, music & musicals",2019,74,min,Sam Cooke
18316,The Tree of Blood,netflix,movie,"dramas, independent movies, international movies",2018,136,min,"Úrsula Corberó, Álvaro Cervantes, Najwa Nimri, Patricia López Arnaiz, Daniel Grao, Joaquín Furriel, Maria Molins, Emilio Gutiérrez Caba, Luisa Gavasa, José María Pou, Ángela Molina"
18317,The Last of the Schmucks,netflix,tv show,"international tv shows, tv comedies",2017,1,season,"Chico, Ahmed Mekky, Hesham Maged, Bayoumi Fouad, Dina El-Sherbiny"
18318,Hidden Worlds,netflix,tv show,"crime tv shows, international tv shows, tv dramas",2018,1,season,"Adel Imam, Salah Abdallah, Hiba Majdi, Bushra, Fathy Abdel Wehab, Rania Farid Shawki, Ahmad Wafiq"
18319,Live,netflix,tv show,"crime tv shows, international tv shows, korean tv shows",2018,1,season,"Jung Yu-mi, Lee Kwang-soo, Bae Seong-woo, Bae Jong-ok, Sung Dong-il"
18320,"Ray Romano: Right Here, Around the Corner",netflix,movie,stand-up comedy,2019,59,min,Ray Romano
18321,Safe,netflix,tv show,"british tv shows, crime tv shows, international tv shows",2018,1,season,"Michael C. Hall, Amanda Abbington, Marc Warren, Hannah Arterton, Audrey Fleurot, Nigel Lindsay"
18322,Tayee,netflix,tv show,"international tv shows, tv dramas",2018,1,season,"Amr Youssef, Amr Abdel Guelil, Saba Mubarak"
18323,Violet Evergarden,netflix,tv show,"anime series, international tv shows, romantic tv shows",2018,1,season,"Yui Ishikawa, Takehito Koyasu, Daisuke Namikawa, Aya Endo, Koki Uchiyama, Minori Chihara, Haruka Tomatsu"
18324,Romance is a bonus book,netflix,tv show,"international tv shows, korean tv shows, romantic tv shows",2019,1,season,"Lee Jong-suk, Lee Na-young, Jung Eugene, Wi Ha-jun, Kim Tae-woo, Kim Yu-mi, Cho Han-cheul, Kim Sun-young"
18325,Await Further Instructions,netflix,movie,"horror movies, sci-fi & fantasy",2018,91,min,"Sam Gittins, Grant Masters, Neerja Naik, Abigail Cruttenden, Kris Saddler, Holly Weston, David Bradley"
18326,Manusangada,netflix,movie,"dramas, independent movies, international movies",2017,93,min,"Rajeev Anand, Manimegalai, A.S. Sasi Kumar, Vidhur Rajarajan, Sheela Rajkumar, Sethu Darwin, Anand Sampath, Karuna Prasad"
18327,14 Minutes from Earth,netflix,movie,documentaries,2016,84,min,No data
18328,Dear Ex,netflix,movie,"comedies, dramas, international movies",2018,100,min,"Roy Chiu, Hsieh Ying-xuan, Joseph Huang, Spark Chen"
18329,Free Rein: Valentine's Day,netflix,movie,"children & family movies, dramas",2019,51,min,"Jaylen Barron, Joe Ashman, Manpreet Bambra, Celine Buckens, Freddy Carter, Bruce Herbelin-Earle, Kerry Ingram, Charlotte Jordan, Geoffrey McGivern, Martin Bobb-Semple, Sadie Simm, Carla Woodcock"
18330,Lego DC Comics: Batman Be-Leaguered,netflix,movie,movies,2014,22,min,"Dee Bradley Baker, Troy Baker, John DiMaggio, Grey DeLisle, Tom Kenny, Nolan North, Khary Payton, James Arnold Taylor"
18331,LEGO Marvel Super Heroes: Black Panther,netflix,movie,children & family movies,2018,22,min,"James Mathis III, Keston John, Yvette Nicole Brown, Daisy Lightfoot, Isaac C. Singleton Jr., Trevor Devall, Liam O'Brien, Mick Wingert, Fred Tatasciore, Laura Bailey"
18332,LEGO Marvel Super Heroes: Guardians of the Galaxy,netflix,movie,children & family movies,2017,22,min,No data
18333,Littlest Pet Shop: A World of Our Own,netflix,tv show,kids' tv,2018,2,seasons,"Rhona Rees, Ingrid Nilson, Diana Kaarina, Travis Turner, Lili Beaudoin, Kyle Rideout, Vincent Tong, Alessandro Juliani, Ian Hanlin, Brittney Wilson, Bethany Brown, Tabitha St. Germain"
18334,Russian Doll,netflix,tv show,"tv comedies, tv dramas",2019,1,season,"Natasha Lyonne, Charlie Barnett, Yul Vazquez, Elizabeth Ashley, Dascha Polanco, Jeremy Bobb, Greta Lee, Rebecca Henderson, Brendan Sexton III, Chloë Sevigny, Brooke Timber"
18335,Sparta,netflix,tv show,"crime tv shows, international tv shows, tv dramas",2018,1,season,"Alexander Petrov, Artyom Tkachenko, Valeria Shkirando, Marina Kaletskaya, Alisa Lozovskaya, Olga Sutulova, Fillip Gorenshtein, Olga Vinichenko, Petar Zakavitsa, Yan Gakharmanov"
18336,Sword Art Online Alternative: Gun Gale Online,netflix,tv show,"anime series, international tv shows",2018,1,season,"Tomori Kusunoki, Yoko Hikasa, Kazuyuki Okitsu, Chinatsu Akasaki"
18337,True: Happy Hearts Day,netflix,movie,children & family movies,2019,24,min,"Michela Luci, Jamie Watson, Eric Peterson, Cory Doran, Nicolas Aqui"
18338,Velvet Buzzsaw,netflix,movie,"dramas, thrillers",2019,113,min,"Jake Gyllenhaal, Rene Russo, Zawe Ashton, Toni Collette, John Malkovich, Natalia Dyer, Daveed Diggs, Tom Sturridge"
18339,Hantu Kak Limah,netflix,movie,"comedies, horror movies, international movies",2018,110,min,"Awie, Arab Khalid, Sharwani Ns, Tj Isa, Delimawati, Zul Ariffin, Uqasha Senrose, Ropie Cecupak"
18340,Love Off the Cuff,netflix,movie,"comedies, dramas, international movies",2017,120,min,"Miriam Chin Wah Yeung, Shawn Yue, Paul Chun, Jiang Mengjie, Wang Xiao Chen, Siu Yam Yam, Kwok Cheung Tsang, Toby Lee, Dada Chan, Hugo Ng"
18341,Paprika,netflix,tv show,kids' tv,2018,1,season,"Kaycie Chase, David Gasman, Tom Morton, Lee Delong, Barbara Weber-Scaff"
18342,Maharaja: The Story of Ranjit Singh,netflix,movie,"dramas, international movies",2010,56,min,"Gurpreet Guggi, Rocky Bhardwaj, Brijesh Ahuja, Gick Grewal, Inderjit Grewal, Lekhraj Thakur"
18343,Virsa,netflix,movie,"dramas, international movies, music & musicals",2010,127,min,"Arya Babbar, Kanwaljeet Singh, Gulshan Grover, Mehreen Raheel, Aparna Sharma, Aman Dhaliwal, Noman Ijaz"
18344,Bhasmasur,netflix,movie,"dramas, independent movies, international movies",2017,74,min,"Imran Rasheed, Mittal Chouhan, Trimala Adhikari, Bhushan Vikas, Ravi Goswami, Raghav Dutt, Kumkum Chouhan, Rohan Mobarsa"
18345,"Gabriel ""Fluffy"" Iglesias: One Show Fits All",netflix,movie,stand-up comedy,2019,91,min,Gabriel Iglesias
18346,High Society,netflix,movie,"dramas, international movies",2018,137,min,"Park Hae-il, Su Ae, Yoon Je-moon, Ra Mi-ran, Lee Jin-wook, Kim Gyu-sun, Han Ju-yeong, Kim Hae-gon, Nam Moon-cheol, Jang So-yeon"
18347,Up Among  The Stars,netflix,movie,"dramas, international movies, sci-fi & fantasy",2018,86,min,"Luis Callejo, Jorge Andreu, Macarena Gómez, Magüi Mira, Álvaro Roig, María Morales, José Luis García Pérez, Kiti Mánver, Ingrid García Jonsson, Liz Lobato"
18348,Alt-Right: Age of Rage,netflix,movie,documentaries,2018,106,min,"Daryle Lamont Jenkins, Richard Spencer"
18349,Habibie & Ainun,netflix,movie,"dramas, international movies, romantic movies",2012,125,min,"Reza Rahadian, Bunga Citra Lestari, Tio Pakusadewo, Ratna Riantiarno, Mike Lucock, Vitta Mariana Barrazza, Christoffer Nelwan"
18350,Nathicharami,netflix,movie,"dramas, independent movies, international movies",2018,114,min,"Sruthi Hariharan, Sanchari Vijay, Sharanya, Balaji Manohar, Greeshma Sridhar, Harshil Koushik, Shaanthala, Gopalkrishna Deshpande"
18351,Rudy Habibie,netflix,movie,"dramas, international movies",2016,143,min,"Reza Rahadian, Chelsea Islan, Dian Nitami, Indah Permatasari, Ernest Prakasa, Boris Bokir, Rey Bong, Cornelio Sunny, Pandji Pragiwaksono, Bastian Bintang Simbolon"
18352,Surga Yang Tak Dirindukan,netflix,movie,"dramas, faith & spirituality, international movies",2015,121,min,"Fedi Nuril, Laudya Cynthia Bella, Raline Shah, Sandrinna Michelle, Kemal Pahlevi, Tanta Ginting, Zaskia Adya Mecca, Landung Simatupang, Ray Sitoresmi, Vitta Mariana Barrazza"
